L,A,R,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,legacy_xz_p95_mean,legacy_yvertical_p95_mean,b0_uwb_p95_mean,b0_delta_p95_mean,b0_improved_seed_fraction,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short
L20,A0,R1,I3,T10,range_fusion,5,2021.6439658671916,2346.8436959097367,7.519156033633515,2025.069230763962,2322.5126820360883,505.3472289784705,231.8021379954777,-2115.041557914259,0.0,457.1964349849648,227.67032784845532,601.352947957999,L20 Xsens MTi-3,X_A0_R1_L20_I3_T10
L16,A0,R0,I3,T10,range_fusion,5,2019.6639487907305,2348.5966169890826,21.729352240842253,2010.9581467358173,2330.2968116387196,474.1763917691557,231.8021379954777,-2116.794478993605,0.0,220.4874404091469,201.43995830837903,408.6628099714964,L16 ICM-45686,X_A0_R0_L16_I3_T10
L20,A0,R1,I7,T10,range_fusion,5,2037.1617208418545,2348.7435062802424,10.61000425249606,2035.7875557406164,2330.5533211578904,511.35369645506097,231.8021379954777,-2116.9413682847653,0.0,446.69318307929655,218.33704541835226,608.9834014723051,L20 Xsens MTi-3,X_A0_R1_L20_I7_T10
L20,A0,R1,I6,T9,range_fusion,5,2032.5245524384543,2349.7494807627168,12.17887401992626,2033.9063096061632,2325.6286015917253,539.2545663092939,231.8021379954777,-2117.947342767239,0.0,451.01336693030737,198.6346612642355,646.2051602974863,L20 Xsens MTi-3,X_A0_R1_L20_I6_T9
L20,A0,R1,I2,T10,range_fusion,5,2036.094146241495,2351.7114111734854,8.52359288289914,2040.3742648050859,2331.0393517408843,519.4393791902244,231.8021379954777,-2119.9092731780074,0.0,435.9186902691123,211.54480174723162,622.8422866489374,L20 Xsens MTi-3,X_A0_R1_L20_I2_T10
L20,A0,R0,I2,T10,range_fusion,5,2017.0184074793092,2353.54910492458,11.822266708679049,2014.4724140902422,2340.0970676390625,486.33318822855915,231.8021379954777,-2121.7469669291027,0.0,225.06186236797234,201.80502025563993,408.6392570682757,L20 Xsens MTi-3,X_A0_R0_L20_I2_T10
L20,A0,R1,I1,T10,range_fusion,5,2033.2673524058857,2353.9273841315758,12.119184056654168,2035.808795301807,2333.463864130056,524.1318782290509,231.8021379954777,-2122.125246136098,0.0,449.60251904752175,204.55788042877805,636.0103152079289,L20 Xsens MTi-3,X_A0_R1_L20_I1_T10
L20,A0,R0,I6,T9,range_fusion,5,2015.562311392528,2354.6364973834156,8.720608971363497,2004.6216987177784,2334.571950090398,504.31066821841557,231.8021379954777,-2122.834359387938,0.0,233.44043369958217,202.8631118767753,431.5466794008324,L20 Xsens MTi-3,X_A0_R0_L20_I6_T9
L16,A0,R0,I2,T10,range_fusion,5,2033.1275378046485,2355.1643643007155,16.955774092655936,2012.1118613786216,2343.742420626105,505.2327322372515,231.8021379954777,-2123.3622263052375,0.0,242.14600209421914,206.8680766402925,451.9468423242414,L16 ICM-45686,X_A0_R0_L16_I2_T10
L16,A0,R1,I7,T10,range_fusion,5,2037.8773386861947,2357.9716991177347,13.962871018384698,2043.5541469593525,2329.7246374368733,531.1414038592964,231.8021379954777,-2126.1695611222576,0.0,442.32709247437,208.8237870126999,633.4329045659069,L16 ICM-45686,X_A0_R1_L16_I7_T10
L16,A0,R1,I2,T10,range_fusion,5,2040.7496533805188,2358.378799296759,24.51162650009421,2042.7050776520148,2334.770354585897,531.4535109762156,231.8021379954777,-2126.576661301281,0.0,443.3238330564785,203.8399419742109,639.3068928783574,L16 ICM-45686,X_A0_R1_L16_I2_T10
L16,A0,R1,I6,T9,range_fusion,5,2040.2049012055063,2360.5766151702433,8.901510029191664,2047.5143122865488,2337.0150668736987,532.4460232882659,231.8021379954777,-2128.7744771747657,0.0,452.28337836578885,197.590489946042,660.2520883184733,L16 ICM-45686,X_A0_R1_L16_I6_T9
L2,A0,R0,I6,T10,range_fusion,5,2009.503438653074,2361.2764223513786,30.97471625058897,2006.350449773699,2347.0447428367042,521.7450807964913,231.8021379954777,-2129.474284355901,0.0,200.71031355169418,230.12815521007968,457.8757899326989,L2 MPU6050/JY61P-like,X_A0_R0_L2_I6_T10
L2,A0,R1,I6,T10,range_fusion,5,2034.1006706087392,2361.323945172272,22.18159301714022,2034.2222856776177,2335.843832124355,551.4091526871316,231.8021379954777,-2129.521807176795,0.0,357.53027790984913,236.20668209232863,580.8197360696827,L2 MPU6050/JY61P-like,X_A0_R1_L2_I6_T10
L16,A0,R0,I6,T9,range_fusion,5,2020.9766163386714,2361.7352357396517,15.12335204651405,2011.7960711471515,2341.8671920366683,499.3308489411851,231.8021379954777,-2129.933097744174,0.0,218.27714466321828,205.19678981392013,410.37619725164484,L16 ICM-45686,X_A0_R0_L16_I6_T9
L16,A0,R1,I1,T10,range_fusion,5,2040.0489201628347,2361.9520629129825,10.170699034934454,2043.9138653546627,2339.889237630241,531.2701427044927,231.8021379954777,-2130.1499249175044,0.0,432.4761420650155,205.8042105814333,651.9842907646495,L16 ICM-45686,X_A0_R1_L16_I1_T10
L20,A0,R0,I8,T9,range_fusion,5,2026.8770655012781,2366.774080785466,8.129619055661774,2017.294686211948,2350.9737175980204,510.462510342479,231.8021379954777,-2134.9719427899886,0.0,222.46725312305543,203.3469680026007,442.426963143391,L20 Xsens MTi-3,X_A0_R0_L20_I8_T9
L16,A0,R0,I8,T9,range_fusion,5,2019.7933257410273,2367.459354359162,15.679101494717756,2004.730547911271,2350.0440301631047,514.7523774119015,231.8021379954777,-2135.6572163636843,0.0,220.56298518720865,203.07111380443155,423.71208397753225,L16 ICM-45686,X_A0_R0_L16_I8_T9
L16,A0,R1,I8,T9,range_fusion,5,2043.7969904028716,2368.03539211323,13.153479710755828,2052.9975212001395,2343.9700977780185,548.7559955482578,231.8021379954777,-2136.233254117752,0.0,438.5537009788046,186.5806802112879,671.7595302806386,L16 ICM-45686,X_A0_R1_L16_I8_T9
L16,A0,R0,I1,T10,range_fusion,5,2025.4229918743501,2369.825563122862,21.15615218013821,2011.3112190593474,2351.1178344410414,497.0707634818585,231.8021379954777,-2138.0234251273846,0.0,222.9823616286538,207.15465884051665,439.3014465648877,L16 ICM-45686,X_A0_R0_L16_I1_T10
L20,A0,R0,I4,T9,range_fusion,5,2039.6460847585847,2371.6681370930773,16.445812233276765,2017.8983251867744,2357.6617347321,523.8369827389982,231.8021379954777,-2139.8659990976003,0.0,227.27712431629934,190.6936365185967,449.00555337258027,L20 Xsens MTi-3,X_A0_R0_L20_I4_T9
L20,A0,R1,I8,T9,range_fusion,5,2041.9243124797104,2372.5570287580863,5.441260986622821,2046.1926670053522,2343.5380487527564,537.4822750523717,231.8021379954777,-2140.7548907626087,0.0,449.99163015429895,193.81353383050094,673.2709904300044,L20 Xsens MTi-3,X_A0_R1_L20_I8_T9
L2,A0,R1,I8,T10,range_fusion,5,2044.583067700097,2377.8695271340466,22.814041726737777,2038.9831072167642,2356.4714310781264,579.59479822959,231.8021379954777,-2146.067389138569,0.0,414.9611221614027,221.676348301172,614.3463277868238,L2 MPU6050/JY61P-like,X_A0_R1_L2_I8_T10
L16,A0,R0,I4,T9,range_fusion,5,2036.2188253372453,2380.2318293535527,15.874917091023798,2023.8110052038094,2362.9831407615957,526.3071045065859,231.8021379954777,-2148.429691358075,0.0,228.45834487855868,198.19001554411926,444.2147192378902,L16 ICM-45686,X_A0_R0_L16_I4_T9
L20,A0,R1,I4,T9,range_fusion,5,2045.2200420130416,2383.2700592858514,5.3550231034568325,2055.4228543996423,2357.489828612349,558.3148510195448,231.8021379954777,-2151.4679212903734,0.0,446.52668749630084,178.61582522191785,690.0235532613034,L20 Xsens MTi-3,X_A0_R1_L20_I4_T9
L16,A0,R1,I5,T7,range_fusion,5,2051.046024745442,2387.546833437257,10.190107601083431,2057.437753113571,2360.085590199763,574.1278927750651,231.8021379954777,-2155.74469544178,0.0,174.33180380126882,185.54112136949806,145.73397844440325,L16 ICM-45686,X_A0_R1_L16_I5_T7
L20,A0,R0,I3,T9,range_fusion,5,2039.3302499506449,2388.725637506536,8.673102288106794,2024.237716109812,2372.802360037173,540.2575916486401,231.8021379954777,-2156.923499511058,0.0,221.89567145253915,196.61163653108218,442.36828583921744,L20 Xsens MTi-3,X_A0_R0_L20_I3_T9
L20,A0,R1,I5,T7,range_fusion,5,2047.614755605071,2389.257793251847,9.48814535803099,2053.3784180526277,2360.4072327606127,564.3578464744509,231.8021379954777,-2157.455655256369,0.0,177.73116041734357,184.46016677650596,147.73086670950238,L20 Xsens MTi-3,X_A0_R1_L20_I5_T7
L2,A0,R1,I4,T10,range_fusion,5,2057.1121696549126,2395.096809946802,24.016765338582157,2049.3011872613583,2370.753589768433,607.045879146527,231.8021379954777,-2163.2946719513247,0.0,363.12365628269134,211.0490182027137,601.8320247770416,L2 MPU6050/JY61P-like,X_A0_R1_L2_I4_T10
L2,A0,R1,I5,T9,range_fusion,5,2054.7938400266103,2397.160693871481,6.350654829660955,2050.055399927353,2371.570401499176,597.5242635518265,231.8021379954777,-2165.3585558760033,0.0,403.6052458290033,204.6876435141469,649.8187252376945,L2 MPU6050/JY61P-like,X_A0_R1_L2_I5_T9
L2,A0,R0,I5,T9,range_fusion,5,2045.1079837768423,2398.109138843235,27.047081190118654,2028.3287883997189,2383.101824322058,545.7271207508695,231.8021379954777,-2166.3070008477575,0.0,220.3729751242764,212.59593624458643,442.53428313939986,L2 MPU6050/JY61P-like,X_A0_R0_L2_I5_T9
L20,A0,R1,I6,T7,range_fusion,5,2054.9592213073147,2398.6512192948985,8.258388995924681,2067.620324251145,2370.8667982736456,599.3923997252714,231.8021379954777,-2166.849081299421,0.0,172.74148952811998,183.23354578499652,143.28041664368948,L20 Xsens MTi-3,X_A0_R1_L20_I6_T7
L20,A0,R0,I7,T9,range_fusion,5,2053.866303874393,2399.9136820548656,8.877264037480225,2032.2869628797876,2377.6084954290877,547.5930000856006,231.8021379954777,-2168.111544059388,0.0,219.8206032650356,198.6896808541926,449.11916954182436,L20 Xsens MTi-3,X_A0_R0_L20_I7_T9
L20,A0,R0,I1,T9,range_fusion,5,2047.2133965001522,2400.015081049026,7.6221338050898915,2028.9051073922042,2379.745389754792,559.4779373859641,231.8021379954777,-2168.2129430535483,0.0,216.96456658483754,201.62211959838933,444.45263039523877,L20 Xsens MTi-3,X_A0_R0_L20_I1_T9
L16,A0,R1,I4,T9,range_fusion,5,2048.3729871227697,2400.258615905685,5.914528752995337,2043.9366480158064,2367.417135442801,579.0408843640238,231.8021379954777,-2168.4564779102075,0.0,442.73993320759394,182.0892171291058,684.65379660702,L16 ICM-45686,X_A0_R1_L16_I4_T9
L16,A0,R0,I3,T9,range_fusion,5,2042.541347458761,2400.691991889581,20.97108595723354,2030.7993706067646,2382.6295987101926,545.8193739272809,231.8021379954777,-2168.889853894104,0.0,218.66070601531223,196.89061369495903,444.73649589810867,L16 ICM-45686,X_A0_R0_L16_I3_T9
L16,A0,R1,I3,T9,range_fusion,5,2056.6095512407037,2400.8530272927087,6.413360402317448,2071.697760002551,2373.6653395330786,590.3246686274474,231.8021379954777,-2169.050889297231,0.0,386.62901979265143,177.93829213465182,702.2014286304764,L16 ICM-45686,X_A0_R1_L16_I3_T9
L20,A0,R1,I3,T9,range_fusion,5,2047.5405548217518,2402.2987974723014,4.3655153422341675,2062.8166360439513,2374.906995326309,579.5301154930446,231.8021379954777,-2170.496659476824,0.0,421.5074380902535,178.8565359589017,700.9153989510552,L20 Xsens MTi-3,X_A0_R1_L20_I3_T9
L2,A0,R0,I8,T10,range_fusion,5,2035.320074079315,2403.356713348804,11.131178377836795,2043.0039056152768,2387.1831319879157,535.0149142725052,231.8021379954777,-2171.554575353327,0.0,216.05695028155606,228.73911410625087,475.62661362135407,L2 MPU6050/JY61P-like,X_A0_R0_L2_I8_T10
L20,A0,R1,I7,T9,range_fusion,5,2056.9570264943623,2403.683662939119,7.435701740810016,2068.0172094462555,2374.6638008800437,587.8733585482826,231.8021379954777,-2171.881524943642,0.0,368.4967442648705,182.64888909538175,697.2628912705419,L20 Xsens MTi-3,X_A0_R1_L20_I7_T9
L20,A0,R0,I2,T9,range_fusion,5,2055.978236757165,2404.238278280163,10.486083582895171,2035.0591286971237,2388.3289201068305,552.7342777346685,231.8021379954777,-2172.4361402846853,0.0,219.94483458907717,202.30590139738337,434.6432623655889,L20 Xsens MTi-3,X_A0_R0_L20_I2_T9
L20,A0,R1,I2,T9,range_fusion,5,2057.518735211497,2404.9113030037943,8.36022934796632,2068.3411314163777,2375.3271914504826,596.2378072128571,231.8021379954777,-2173.1091650083167,0.0,364.08491860288797,177.02310330519163,691.292261713218,L20 Xsens MTi-3,X_A0_R1_L20_I2_T9
L16,A0,R1,I6,T7,range_fusion,5,2059.321396993704,2407.171933322861,7.611707683017004,2072.6357684689874,2380.833372230076,595.9944530221068,231.8021379954777,-2175.3697953273836,0.0,175.95023951343933,187.00385916555712,144.94915680965826,L16 ICM-45686,X_A0_R1_L16_I6_T7
L16,A0,R0,I1,T9,range_fusion,5,2058.9079925644455,2408.462179655435,17.68841234695221,2032.1461668664037,2388.041545668849,558.0417860042847,231.8021379954777,-2176.6600416599576,0.0,209.86685211532563,209.81168321793143,430.0018038657413,L16 ICM-45686,X_A0_R0_L16_I1_T9
L16,A0,R0,I7,T9,range_fusion,5,2050.9547204140063,2408.896612940346,13.150429334342785,2036.3539937695891,2393.1406678528906,557.2392356671924,231.8021379954777,-2177.094474944868,0.0,215.9408917213823,205.66019965974994,431.4292058531657,L16 ICM-45686,X_A0_R0_L16_I7_T9
L2,A0,R1,I3,T10,range_fusion,5,2056.6489668167424,2409.3345608753007,4.939628112857262,2060.3848864035235,2386.0719751302345,598.5189230737103,231.8021379954777,-2177.532422879823,0.0,401.85195885892983,201.84733093864176,647.1551429256508,L2 MPU6050/JY61P-like,X_A0_R1_L2_I3_T10
L16,A0,R1,I7,T9,range_fusion,5,2055.783927677752,2410.5883476369772,8.76445989859827,2072.750373187134,2380.03454423676,604.3940663136642,231.8021379954777,-2178.7862096415,0.0,335.7416912952753,179.4104562363411,689.3148288028723,L16 ICM-45686,X_A0_R1_L16_I7_T9
L20,A0,R1,I1,T9,range_fusion,5,2060.0409368449336,2410.8689644045216,9.202705408282418,2068.1626173012874,2385.1497771960508,598.5145851721855,231.8021379954777,-2179.0668264090446,0.0,338.30809967856874,175.43977506217186,698.3927904768236,L20 Xsens MTi-3,X_A0_R1_L20_I1_T9
L16,A0,R0,I2,T9,range_fusion,5,2058.9549427201637,2411.1608698193736,14.23292424458574,2038.3197360950921,2398.933853799638,565.0628802415124,231.8021379954777,-2179.358731823896,0.0,219.58630982071773,212.52299216376173,480.10915379062226,L16 ICM-45686,X_A0_R0_L16_I2_T9
L16,A0,R1,I8,T7,range_fusion,5,2064.296580215589,2411.7603820370487,12.400531367733555,2082.79486167867,2384.779842617179,607.5893421122751,231.8021379954777,-2179.958244041571,0.0,171.61473370317077,191.7956233049171,134.57407377178777,L16 ICM-45686,X_A0_R1_L16_I8_T7
L2,A0,R0,I4,T10,range_fusion,5,2046.7999001597502,2411.900436828263,28.91365202861162,2037.6459156103651,2393.8883115121885,558.6987373022359,231.8021379954777,-2180.098298832785,0.0,225.59217739313664,221.51871530532995,454.1473757659793,L2 MPU6050/JY61P-like,X_A0_R0_L2_I4_T10
L16,A0,R0,I0,T10,range_fusion,5,2063.2611691639913,2412.8495510402927,17.797128899405944,2038.8144474836918,2396.3674783791002,618.2602735779805,231.8021379954777,-2181.047413044815,0.0,183.4171992336363,188.68078275628338,448.15711422639004,L16 ICM-45686,X_A0_R0_L16_I0_T10
L16,A0,R1,I5,T6,range_fusion,5,2060.216333235367,2414.730687692264,10.879422733275895,2074.580568175431,2385.0357140603605,611.0450313561685,231.8021379954777,-2182.9285496967864,0.0,167.83229869006703,194.22612811277344,130.43080524639035,L16 ICM-45686,X_A0_R1_L16_I5_T6
L2,A0,R0,I7,T10,range_fusion,5,2055.7761467226196,2416.135314034458,34.606440554861855,2048.112958193573,2404.959665618748,566.5156765520205,231.8021379954777,-2184.3331760389806,0.0,206.67856859015902,233.44320514142478,511.90138639522945,L2 MPU6050/JY61P-like,X_A0_R0_L2_I7_T10
L20,A0,R1,I5,T6,range_fusion,5,2056.2469891274714,2416.298679672778,6.958615272624568,2072.1294054163477,2383.30999547922,602.7527876855339,231.8021379954777,-2184.4965416773002,0.0,169.03468829558827,187.2742895309489,143.0063277404668,L20 Xsens MTi-3,X_A0_R1_L20_I5_T6
L2,A0,R1,I6,T9,range_fusion,5,2054.391409136765,2416.5965227785064,9.895211749253628,2058.6183330112135,2385.263332743357,616.7729146965733,231.8021379954777,-2184.7943847830284,0.0,277.45255885849474,202.48745719750576,641.9720233404245,L2 MPU6050/JY61P-like,X_A0_R1_L2_I6_T9
L16,A0,R1,I2,T9,range_fusion,5,2065.2084844412175,2416.729186001726,21.805249069333318,2071.443865061199,2384.4333511965,608.716460969609,231.8021379954777,-2184.9270480062482,0.0,320.15316893292277,177.05514167453381,684.3816205427148,L16 ICM-45686,X_A0_R1_L16_I2_T9
L2,A0,R0,I6,T9,range_fusion,5,2051.8998906471597,2417.1243473944637,28.84396595762926,2035.7049355154602,2393.8319300201197,563.7162376706381,231.8021379954777,-2185.322209398986,0.0,217.59346449323112,223.26408627026012,465.7349141288636,L2 MPU6050/JY61P-like,X_A0_R0_L2_I6_T9
L20,A0,R1,I8,T7,range_fusion,5,2062.3920868700293,2417.3316746823793,5.4163927024970215,2080.2648956571184,2385.9055574899817,601.7316641160004,231.8021379954777,-2185.529536686902,0.0,170.27346112371316,188.53804696716585,144.96957286124498,L20 Xsens MTi-3,X_A0_R1_L20_I8_T7
L2,A0,R0,I1,T10,range_fusion,5,2065.5782762893714,2419.4365285509043,40.724746171774704,2051.174386245895,2403.358928024513,579.6121555410718,231.8021379954777,-2187.6343905554268,0.0,212.78787534120465,233.15122527629893,451.7886560278721,L2 MPU6050/JY61P-like,X_A0_R0_L2_I1_T10
L16,A0,R0,I5,T8,range_fusion,5,2067.1004905378027,2419.987939323392,13.328341147611606,2035.9001414835413,2400.9640419608477,611.6126743114667,231.8021379954777,-2188.1858013279143,0.0,151.371598519998,181.78076023319312,414.17656297499934,L16 ICM-45686,X_A0_R0_L16_I5_T8
L16,A0,R1,I1,T9,range_fusion,5,2056.3303957368635,2420.4789171786892,8.945505356181581,2065.7782193499443,2390.648483697029,602.911241297493,231.8021379954777,-2188.6767791832112,0.0,288.6876029413672,179.57958623514418,691.2972171165823,L16 ICM-45686,X_A0_R1_L16_I1_T9
L20,A0,R0,I0,T10,range_fusion,5,2076.810587795243,2420.609935777524,15.926953005729617,2040.3251779836908,2403.278740319023,605.9857869063534,231.8021379954777,-2188.8077977820462,0.0,180.71351803618631,187.52160534128546,441.91677694341854,L20 Xsens MTi-3,X_A0_R0_L20_I0_T10
L2,A0,R1,I1,T10,range_fusion,5,2053.7250153339396,2422.3053093362114,8.0935306638848,2057.1094888900416,2395.493470258557,614.7548296669228,231.8021379954777,-2190.5031713407343,0.0,257.78552958190676,220.32216019856105,575.2335506601141,L2 MPU6050/JY61P-like,X_A0_R1_L2_I1_T10
L16,A0,R0,I6,T8,range_fusion,5,2072.485529344451,2422.359883354503,11.685897188384093,2044.27424879573,2404.338056269951,623.2569349445108,231.8021379954777,-2190.557745359026,0.0,139.00105423366966,185.10301218309473,399.6832383452787,L16 ICM-45686,X_A0_R0_L16_I6_T8
L20,A0,R0,I5,T8,range_fusion,5,2078.8296475475668,2422.3852944905675,5.727167782079474,2047.021352256142,2404.745036596329,611.7451410552916,231.8021379954777,-2190.5831564950904,0.0,168.8002616926678,183.64962054677522,444.04212293224737,L20 Xsens MTi-3,X_A0_R0_L20_I5_T8
L2,A0,R0,I3,T10,range_fusion,5,2062.4930896080305,2423.481702377298,30.95632740760092,2055.420721405729,2407.735619864848,556.373397648379,231.8021379954777,-2191.6795643818205,0.0,222.91435299209115,216.97388346059466,493.67605336284277,L2 MPU6050/JY61P-like,X_A0_R0_L2_I3_T10
L20,A0,R1,I6,T6,range_fusion,5,2061.9497563360774,2426.0585418138094,7.370615011630647,2085.168372811181,2395.3971248814432,629.5410881770206,231.8021379954777,-2194.256403818332,0.0,156.90735691493268,208.38769054450654,105.93191341218039,L20 Xsens MTi-3,X_A0_R1_L20_I6_T6
L20,A0,R1,I4,T7,range_fusion,5,2063.674905733047,2428.1710126236685,3.9660518305506813,2087.5668940109795,2395.754452925896,616.028500964256,231.8021379954777,-2196.3688746281905,0.0,161.5914016039164,206.12560681853483,111.49199352673136,L20 Xsens MTi-3,X_A0_R1_L20_I4_T7
L20,A0,R0,I6,T8,range_fusion,5,2066.9711978943233,2429.5515495660575,4.001288320988163,2043.3112592931611,2411.757808181737,622.0878219021281,231.8021379954777,-2197.7494115705804,0.0,162.58026339392052,188.09150540656668,450.976359462207,L20 Xsens MTi-3,X_A0_R0_L20_I6_T8
L2,A0,R1,I7,T10,range_fusion,5,2068.059312669776,2429.8300548420907,10.211473947169749,2071.3194769219144,2399.9041910018823,606.8058423299209,231.8021379954777,-2198.0279168466127,0.0,317.5761483380741,208.4571108015905,659.8061745219848,L2 MPU6050/JY61P-like,X_A0_R1_L2_I7_T10
L2,A0,R1,I8,T9,range_fusion,5,2069.1305471059654,2429.9122312717095,16.113410829719378,2066.9753121539543,2398.118274903377,632.2121541304126,231.8021379954777,-2198.110093276232,0.0,285.5116222026775,206.31716204823033,634.3241186146778,L2 MPU6050/JY61P-like,X_A0_R1_L2_I8_T9
